Date,Visitor,G,Home,G,,Att.,LOG,Notes
2005-12-04,Buffalo Sabres,6,Colorado Avalanche,4,,,,
2005-12-04,New York Islanders,2,Detroit Red Wings,1,,,,
2005-12-04,Boston Bruins,2,Vancouver Canucks,5,,,,
2005-12-05,Ottawa Senators,6,Florida Panthers,3,,,,
2005-12-05,Minnesota Wild,1,New York Rangers,3,,,,
2005-12-05,Atlanta Thrashers,2,Phoenix Coyotes,5,,,,
2005-12-06,New Jersey Devils,2,Detroit Red Wings,5,,,,
2005-12-06,Carolina Hurricanes,6,Mighty Ducks of Anaheim,2,,,,
2005-12-06,Calgary Flames,0,Philadelphia Flyers,1,SO,,,
2005-12-06,Atlanta Thrashers,3,San Jose Sharks,5,,,,
2005-12-06,New York Islanders,6,St. Louis Blues,3,,,,
2005-12-06,Los Angeles Kings,2,Toronto Maple Leafs,1,,,,
2005-12-07,New York Rangers,1,Chicago Blackhawks,2,OT,,,
2005-12-07,Boston Bruins,1,Colorado Avalanche,4,,,,
2005-12-07,Florida Panthers,3,Dallas Stars,4,,,,
2005-12-07,Calgary Flames,4,New Jersey Devils,1,,,,
2005-12-07,Nashville Predators,5,Washington Capitals,2,,,,
2005-12-08,Mighty Ducks of Anaheim,2,Buffalo Sabres,3,OT,,,
2005-12-08,New York Islanders,3,Columbus Blue Jackets,4,SO,,,
2005-12-08,Carolina Hurricanes,3,Los Angeles Kings,2,,,,
2005-12-08,New York Rangers,5,Nashville Predators,1,,,,
2005-12-08,Edmonton Oilers,3,Philadelphia Flyers,2,,,,
2005-12-08,Minnesota Wild,5,Pittsburgh Penguins,0,,,,
2005-12-08,Florida Panthers,2,San Jose Sharks,6,,,,
2005-12-08,St. Louis Blues,4,Tampa Bay Lightning,5,,,,
2005-12-09,Columbus Blue Jackets,2,Atlanta Thrashers,5,,,,
2005-12-09,Colorado Avalanche,4,New Jersey Devils,3,SO,,,
2005-12-09,Ottawa Senators,2,Vancouver Canucks,3,SO,,,
2005-12-09,Detroit Red Wings,4,Washington Capitals,3,,,,
2005-12-10,Ottawa Senators,1,Calgary Flames,2,OT,,,
2005-12-10,Florida Panthers,1,Los Angeles Kings,3,,,,
2005-12-10,Mighty Ducks of Anaheim,5,Montreal Canadiens,3,,,,
2005-12-10,Edmonton Oilers,2,New York Islanders,3,SO,,,
2005-12-10,Minnesota Wild,2,Philadelphia Flyers,3,,,,
2005-12-10,Colorado Avalanche,3,Pittsburgh Penguins,4,,,,
2005-12-10,Carolina Hurricanes,3,San Jose Sharks,4,,,,
2005-12-10,New York Rangers,5,St. Louis Blues,4,OT,,,
2005-12-10,Nashville Predators,3,Tampa Bay Lightning,4,,,,
2005-12-10,Dallas Stars,2,Toronto Maple Leafs,1,,,,
2005-12-11,Chicago Blackhawks,5,Atlanta Thrashers,4,SO,,,
2005-12-11,Phoenix Coyotes,2,Boston Bruins,1,OT,,,
2005-12-11,New Jersey Devils,2,Columbus Blue Jackets,3,OT,,,
2005-12-11,Buffalo Sabres,3,Minnesota Wild,2,,,,
2005-12-12,Ottawa Senators,6,Colorado Avalanche,2,,,,
2005-12-12,Pittsburgh Penguins,1,Detroit Red Wings,3,,,,
2005-12-12,Mighty Ducks of Anaheim,2,Toronto Maple Leafs,3,,,,
2005-12-13,Detroit Red Wings,6,Atlanta Thrashers,7,,,,
2005-12-13,Chicago Blackhawks,3,Carolina Hurricanes,5,,,,
2005-12-13,Philadelphia Flyers,3,Columbus Blue Jackets,1,,,,
2005-12-13,Nashville Predators,3,Florida Panthers,7,,,,
2005-12-13,Phoenix Coyotes,2,Montreal Canadiens,5,,,,
2005-12-13,Edmonton Oilers,1,New Jersey Devils,2,SO,,,
2005-12-13,Minnesota Wild,4,New York Islanders,3,,,,
2005-12-13,Vancouver Canucks,3,New York Rangers,2,,,,
2005-12-13,Pittsburgh Penguins,0,St. Louis Blues,3,,,,
2005-12-14,Dallas Stars,3,Buffalo Sabres,4,,,,
2005-12-14,Washington Capitals,3,Los Angeles Kings,2,,,,
2005-12-14,Tampa Bay Lightning,2,Mighty Ducks of Anaheim,4,,,,
2005-12-15,Columbus Blue Jackets,1,Carolina Hurricanes,2,,,,
2005-12-15,Montreal Canadiens,3,Edmonton Oilers,5,,,,
2005-12-15,Detroit Red Wings,2,Florida Panthers,3,OT,,,
2005-12-15,Boston Bruins,3,Minnesota Wild,2,,,,
2005-12-15,Atlanta Thrashers,3,New Jersey Devils,2,OT,,,
2005-12-15,Chicago Blackhawks,3,Nashville Predators,5,,,,
2005-12-15,Dallas Stars,2,Ottawa Senators,0,,,,
2005-12-15,Vancouver Canucks,5,Philadelphia Flyers,4,,,,
2005-12-15,Tampa Bay Lightning,3,Phoenix Coyotes,1,,,,
2005-12-16,St. Louis Blues,1,Chicago Blackhawks,5,,,,
2005-12-16,Los Angeles Kings,4,Mighty Ducks of Anaheim,3,SO,,,
2005-12-16,Buffalo Sabres,4,Pittsburgh Penguins,3,OT,,,
2005-12-16,Washington Capitals,1,San Jose Sharks,4,,,,
2005-12-17,Florida Panthers,1,Atlanta Thrashers,2,,,,
2005-12-17,Pittsburgh Penguins,3,Buffalo Sabres,4,,,,
2005-12-17,New Jersey Devils,1,Carolina Hurricanes,4,,,,
2005-12-17,Boston Bruins,0,Calgary Flames,3,,,,
2005-12-17,Phoenix Coyotes,1,Los Angeles Kings,4,,,,
2005-12-17,Montreal Canadiens,3,Minnesota Wild,4,OT,,,
2005-12-17,Columbus Blue Jackets,3,Nashville Predators,7,,,,
2005-12-17,Colorado Avalanche,4,New York Islanders,5,,,,
2005-12-17,Toronto Maple Leafs,2,Ottawa Senators,8,,,,
2005-12-17,Philadelphia Flyers,5,St. Louis Blues,2,,,,
2005-12-17,Detroit Red Wings,6,Tampa Bay Lightning,3,,,,
2005-12-17,Edmonton Oilers,5,Vancouver Canucks,4,OT,,,
2005-12-18,Dallas Stars,5,Chicago Blackhawks,3,,,,
2005-12-18,San Jose Sharks,4,Mighty Ducks of Anaheim,5,,,,
2005-12-18,Colorado Avalanche,2,New York Rangers,1,,,,
2005-12-18,Florida Panthers,3,Washington Capitals,2,,,,
2005-12-19,Calgary Flames,4,Edmonton Oilers,5,,,,
2005-12-19,Dallas Stars,1,Minnesota Wild,2,,,,
2005-12-19,Buffalo Sabres,2,Philadelphia Flyers,1,SO,,,
2005-12-19,New York Islanders,6,Toronto Maple Leafs,9,,,,
2005-12-19,Los Angeles Kings,4,Vancouver Canucks,3,SO,,,
2005-12-20,Tampa Bay Lightning,4,Carolina Hurricanes,6,,,,
2005-12-20,Columbus Blue Jackets,3,Detroit Red Wings,4,SO,,,
2005-12-20,Ottawa Senators,3,Montreal Canadiens,4,SO,,,
2005-12-20,Colorado Avalanche,2,Nashville Predators,3,,,,
2005-12-20,New Jersey Devils,3,New York Rangers,1,,,,
2005-12-20,St. Louis Blues,5,Phoenix Coyotes,4,,,,
2005-12-20,Mighty Ducks of Anaheim,2,San Jose Sharks,4,,,,
2005-12-21,Dallas Stars,5,Columbus Blue Jackets,3,,,,
2005-12-21,Los Angeles Kings,5,Calgary Flames,2,,,,
2005-12-21,Nashville Predators,6,Chicago Blackhawks,1,,,,
2005-12-21,St. Louis Blues,3,Mighty Ducks of Anaheim,6,,,,
2005-12-21,New Jersey Devils,2,New York Islanders,4,,,,
2005-12-21,Edmonton Oilers,7,Vancouver Canucks,6,,,,
2005-12-22,Washington Capitals,6,Atlanta Thrashers,5,SO,,,
2005-12-22,Toronto Maple Leafs,1,Boston Bruins,4,,,,
2005-12-22,Minnesota Wild,3,Colorado Avalanche,4,,,,
2005-12-22,Buffalo Sabres,1,Florida Panthers,4,,,,
2005-12-22,Tampa Bay Lightning,2,New York Rangers,4,,,,
2005-12-22,Ottawa Senators,3,Philadelphia Flyers,4,,,,
2005-12-22,San Jose Sharks,1,Phoenix Coyotes,2,,,,
2005-12-23,Florida Panthers,3,Carolina Hurricanes,4,,,,
2005-12-23,Nashville Predators,5,Columbus Blue Jackets,4,,,,
2005-12-23,Detroit Red Wings,3,Chicago Blackhawks,2,OT,,,
2005-12-23,Phoenix Coyotes,3,Dallas Stars,2,,,,
2005-12-23,Los Angeles Kings,3,Edmonton Oilers,5,,,,
2005-12-23,Colorado Avalanche,3,Minnesota Wild,5,,,,
2005-12-23,Atlanta Thrashers,1,New Jersey Devils,0,,,,
2005-12-23,Ottawa Senators,4,New York Islanders,2,,,,
2005-12-23,Philadelphia Flyers,5,Pittsburgh Penguins,4,,,,
2005-12-23,St. Louis Blues,2,San Jose Sharks,1,SO,,,
2005-12-23,Buffalo Sabres,4,Tampa Bay Lightning,1,,,,
2005-12-23,Boston Bruins,1,Toronto Maple Leafs,2,,,,
2005-12-23,Calgary Flames,6,Vancouver Canucks,5,SO,,,
2005-12-23,Montreal Canadiens,2,Washington Capitals,4,,,,
2005-12-26,Montreal Canadiens,0,Atlanta Thrashers,4,,,,
2005-12-26,New York Islanders,3,Buffalo Sabres,6,,,,
2005-12-26,Chicago Blackhawks,3,Columbus Blue Jackets,4,OT,,,
2005-12-26,Phoenix Coyotes,4,Colorado Avalanche,7,,,,
2005-12-26,Minnesota Wild,4,Edmonton Oilers,1,,,,
2005-12-26,Philadelphia Flyers,3,Florida Panthers,2,SO,,,
2005-12-26,San Jose Sharks,3,Los Angeles Kings,4,,,,
2005-12-26,New York Rangers,2,Ottawa Senators,6,,,,
2005-12-26,Dallas Stars,6,St. Louis Blues,1,,,,
2005-12-26,Carolina Hurricanes,4,Tampa Bay Lightning,5,OT,,,
2005-12-26,New Jersey Devils,1,Toronto Maple Leafs,2,,,,
2005-12-26,Calgary Flames,2,Vancouver Canucks,1,,,,
2005-12-27,Nashville Predators,4,Calgary Flames,3,,,,
2005-12-27,Detroit Red Wings,4,Dallas Stars,1,,,,
2005-12-27,Toronto Maple Leafs,3,Pittsburgh Penguins,2,OT,,,
2005-12-27,Boston Bruins,4,Washington Capitals,3,OT,,,
2005-12-28,Philadelphia Flyers,4,Atlanta Thrashers,3,OT,,,
2005-12-28,Mighty Ducks of Anaheim,0,Columbus Blue Jackets,1,,,,
2005-12-28,St. Louis Blues,2,Chicago Blackhawks,1,,,,
2005-12-28,Los Angeles Kings,5,Colorado Avalanche,3,,,,
2005-12-28,Minnesota Wild,4,Edmonton Oilers,2,,,,
2005-12-28,Boston Bruins,4,Florida Panthers,6,,,,
2005-12-28,Washington Capitals,2,New Jersey Devils,7,,,,
2005-12-28,New York Rangers,6,New York Islanders,2,,,,
2005-12-28,Carolina Hurricanes,2,Ottawa Senators,6,,,,
2005-12-28,Phoenix Coyotes,5,San Jose Sharks,4,,,,
2005-12-28,Montreal Canadiens,4,Tampa Bay Lightning,3,,,,
2005-12-28,Nashville Predators,3,Vancouver Canucks,4,,,,
2005-12-29,Philadelphia Flyers,4,Carolina Hurricanes,3,OT,,,
2005-12-29,Minnesota Wild,2,Calgary Flames,4,,,,
2005-12-29,St. Louis Blues,0,Dallas Stars,3,,,,
2005-12-29,Los Angeles Kings,5,Phoenix Coyotes,6,OT,,,
2005-12-29,New Jersey Devils,2,Pittsburgh Penguins,6,,,,
2005-12-29,Buffalo Sabres,3,Toronto Maple Leafs,4,SO,,,
2005-12-30,Atlanta Thrashers,1,Buffalo Sabres,4,,,,
2005-12-30,Columbus Blue Jackets,3,Chicago Blackhawks,2,,,,
2005-12-30,Nashville Predators,2,Edmonton Oilers,4,,,,
2005-12-30,Montreal Canadiens,1,Florida Panthers,2,,,,
2005-12-30,New York Islanders,3,Ottawa Senators,4,,,,
2005-12-30,Colorado Avalanche,2,San Jose Sharks,5,,,,
2005-12-30,Boston Bruins,2,Tampa Bay Lightning,1,,,,
2005-12-31,Montreal Canadiens,3,Carolina Hurricanes,5,,,,
2005-12-31,Edmonton Oilers,5,Calgary Flames,6,,,,
2005-12-31,Los Angeles Kings,3,Dallas Stars,2,,,,
2005-12-31,Columbus Blue Jackets,2,Detroit Red Wings,5,,,,
2005-12-31,Vancouver Canucks,3,Minnesota Wild,4,,,,
2005-12-31,Toronto Maple Leafs,6,New Jersey Devils,3,,,,
2005-12-31,Colorado Avalanche,5,Phoenix Coyotes,2,,,,
2005-12-31,New York Rangers,3,Pittsburgh Penguins,4,OT,,,
2005-12-31,Mighty Ducks of Anaheim,5,St. Louis Blues,4,SO,,,
2005-12-31,Philadelphia Flyers,3,Washington Capitals,4,SO,,,
2006-01-01,Florida Panthers,2,Buffalo Sabres,1,,,,
2006-01-01,Mighty Ducks of Anaheim,4,Nashville Predators,2,,,,
2006-01-01,Atlanta Thrashers,5,Washington Capitals,2,,,,
2006-01-02,Ottawa Senators,3,Atlanta Thrashers,8,,,,
2006-01-02,Philadelphia Flyers,1,Boston Bruins,0,,,,
2006-01-02,Chicago Blackhawks,2,Calgary Flames,3,,,,
2006-01-02,Dallas Stars,2,Los Angeles Kings,3,OT,,,
2006-01-02,Tampa Bay Lightning,2,New York Islanders,1,,,,
2006-01-02,Vancouver Canucks,1,St. Louis Blues,4,,,,
2006-01-02,Pittsburgh Penguins,2,Toronto Maple Leafs,3,OT,,,
2006-01-03,Nashville Predators,0,Colorado Avalanche,3,,,,
2006-01-03,Minnesota Wild,4,Detroit Red Wings,2,,,,
2006-01-03,Chicago Blackhawks,0,Edmonton Oilers,5,,,,
2006-01-03,Pittsburgh Penguins,6,Montreal Canadiens,4,,,,
2006-01-03,Florida Panthers,0,New Jersey Devils,3,,,,
2006-01-03,Tampa Bay Lightning,1,New York Rangers,0,OT,,,
2006-01-04,Atlanta Thrashers,3,Carolina Hurricanes,4,,,,
2006-01-04,Vancouver Canucks,1,Dallas Stars,3,,,,
2006-01-04,Florida Panthers,3,New York Islanders,4,OT,,,
2006-01-04,Nashville Predators,4,St. Louis Blues,3,,,,
2006-01-04,Ottawa Senators,3,Washington Capitals,1,,,,
2006-01-05,Ottawa Senators,2,Boston Bruins,4,,,,
2006-01-05,Tampa Bay Lightning,1,Buffalo Sabres,3,,,,
2006-01-05,Vancouver Canucks,3,Chicago Blackhawks,2,,,,
2006-01-05,St. Louis Blues,0,Detroit Red Wings,3,,,,
2006-01-05,Phoenix Coyotes,0,Los Angeles Kings,4,,,,
2006-01-05,Colorado Avalanche,4,Minnesota Wild,2,,,,
2006-01-05,Montreal Canadiens,4,New Jersey Devils,5,,,,
2006-01-05,Philadelphia Flyers,4,New York Rangers,3,OT,,,
2006-01-05,Columbus Blue Jackets,3,San Jose Sharks,6,,,,
2006-01-06,Pittsburgh Penguins,4,Atlanta Thrashers,6,,,,
2006-01-06,New York Islanders,1,Carolina Hurricanes,4,,,,
2006-01-06,Toronto Maple Leafs,0,Calgary Flames,1,,,,
2006-01-06,Mighty Ducks of Anaheim,3,Dallas Stars,4,SO,,,
2006-01-06,Detroit Red Wings,3,Nashville Predators,1,,,,
2006-01-06,Philadelphia Flyers,3,Washington Capitals,1,,,,
2006-01-07,Tampa Bay Lightning,3,Boston Bruins,6,,,,
2006-01-07,New Jersey Devils,3,Buffalo Sabres,2,,,,
2006-01-07,Columbus Blue Jackets,2,Colorado Avalanche,3,SO,,,
2006-01-07,Toronto Maple Leafs,3,Edmonton Oilers,2,,,,
2006-01-07,Mighty Ducks of Anaheim,1,Minnesota Wild,4,,,,
2006-01-07,Ottawa Senators,1,Montreal Canadiens,4,,,,
2006-01-07,Carolina Hurricanes,3,New York Islanders,0,,,,
2006-01-07,Florida Panthers,0,New York Rangers,4,,,,
2006-01-07,Atlanta Thrashers,4,Pittsburgh Penguins,3,,,,
2006-01-07,Los Angeles Kings,2,San Jose Sharks,3,,,,
2006-01-07,Calgary Flames,3,Vancouver Canucks,4,OT,,,
2006-01-08,Nashville Predators,5,Chicago Blackhawks,1,,,,
2006-01-08,Dallas Stars,6,Detroit Red Wings,3,,,,
2006-01-08,Columbus Blue Jackets,5,Phoenix Coyotes,2,,,,
2006-01-08,Florida Panthers,4,Washington Capitals,3,SO,,,
2006-01-09,St. Louis Blues,1,Colorado Avalanche,6,,,,
2006-01-09,Los Angeles Kings,2,Mighty Ducks of Anaheim,6,,,,
2006-01-09,Dallas Stars,2,Minnesota Wild,1,,,,
2006-01-09,Philadelphia Flyers,0,New Jersey Devils,3,,,,
2006-01-10,San Jose Sharks,6,Boston Bruins,2,,,,
2006-01-10,Detroit Red Wings,2,Carolina Hurricanes,3,,,,
2006-01-10,New York Islanders,1,Nashville Predators,2,,,,
2006-01-10,Calgary Flames,2,New York Rangers,4,,,,
2006-01-10,Phoenix Coyotes,2,Ottawa Senators,7,,,,
2006-01-10,Edmonton Oilers,3,Pittsburgh Penguins,1,,,,
2006-01-10,Toronto Maple Leafs,3,Vancouver Canucks,4,,,,
2006-01-10,Chicago Blackhawks,4,Washington Capitals,3,OT,,,
2006-01-11,Nashville Predators,3,Atlanta Thrashers,4,SO,,,
2006-01-11,Pittsburgh Penguins,1,Columbus Blue Jackets,6,,,,
2006-01-11,Philadelphia Flyers,5,Chicago Blackhawks,2,,,,
2006-01-11,Montreal Canadiens,1,Colorado Avalanche,2,,,,
2006-01-12,Los Angeles Kings,6,Boston Bruins,0,,,,
2006-01-12,Phoenix Coyotes,2,Buffalo Sabres,1,SO,,,
2006-01-12,Washington Capitals,1,Dallas Stars,4,,,,
2006-01-12,Philadelphia Flyers,3,Detroit Red Wings,6,,,,
2006-01-12,St. Louis Blues,1,Florida Panthers,3,,,,
2006-01-12,Calgary Flames,2,New York Islanders,3,,,,
2006-01-12,Edmonton Oilers,4,New York Rangers,5,OT,,,
2006-01-12,San Jose Sharks,2,Ottawa Senators,0,,,,
2006-01-13,St. Louis Blues,0,Atlanta Thrashers,2,,,,
2006-01-13,Nashville Predators,4,Carolina Hurricanes,5,OT,,,
2006-01-13,Pittsburgh Penguins,1,Chicago Blackhawks,4,,,,
2006-01-13,Washington Capitals,3,Mighty Ducks of Anaheim,2,OT,,,
2006-01-13,Vancouver Canucks,0,New Jersey Devils,3,,,,
2006-01-13,Columbus Blue Jackets,2,Tampa Bay Lightning,4,,,,
2006-01-14,Dallas Stars,2,Boston Bruins,1,SO,,,
2006-01-14,Los Angeles Kings,1,Buffalo Sabres,10,,,,
2006-01-14,New York Rangers,3,Detroit Red Wings,4,,,,
2006-01-14,Ottawa Senators,5,Edmonton Oilers,3,,,,
2006-01-14,Columbus Blue Jackets,5,Florida Panthers,4,OT,,,
2006-01-14,Calgary Flames,4,Minnesota Wild,1,,,,
2006-01-14,San Jose Sharks,2,Montreal Canadiens,6,,,,
2006-01-14,Vancouver Canucks,8,New York Islanders,1,,,,
2006-01-14,Colorado Avalanche,4,Philadelphia Flyers,3,OT,,,
2006-01-14,Phoenix Coyotes,4,Toronto Maple Leafs,3,,,,
2006-01-15,St. Louis Blues,2,Carolina Hurricanes,4,,,,
2006-01-15,New Jersey Devils,3,Chicago Blackhawks,2,SO,,,
2006-01-15,Pittsburgh Penguins,4,Nashville Predators,5,,,,
2006-01-16,Mighty Ducks of Anaheim,3,Boston Bruins,4,OT,,,
2006-01-16,New York Rangers,3,Columbus Blue Jackets,4,,,,
2006-01-16,Buffalo Sabres,3,Edmonton Oilers,1,,,,
2006-01-16,Ottawa Senators,6,Minnesota Wild,1,,,,
2006-01-16,Dallas Stars,2,Montreal Canadiens,4,,,,
2006-01-16,Washington Capitals,6,Phoenix Coyotes,1,,,,
2006-01-16,Vancouver Canucks,4,Pittsburgh Penguins,2,,,,
2006-01-16,Tampa Bay Lightning,1,San Jose Sharks,3,,,,
2006-01-17,New York Islanders,2,Chicago Blackhawks,1,OT,,,
2006-01-17,Toronto Maple Leafs,3,Colorado Avalanche,5,,,,
2006-01-17,Tampa Bay Lightning,4,Los Angeles Kings,1,,,,
2006-01-17,Carolina Hurricanes,4,Philadelphia Flyers,3,SO,,,
2006-01-17,New Jersey Devils,5,St. Louis Blues,3,,,,
2006-01-18,Detroit Red Wings,4,Columbus Blue Jackets,0,,,,
2006-01-18,Atlanta Thrashers,5,Dallas Stars,2,,,,
2006-01-18,Toronto Maple Leafs,3,Minnesota Wild,5,,,,
2006-01-19,New York Islanders,3,Carolina Hurricanes,4,,,,
2006-01-19,Montreal Canadiens,2,Calgary Flames,3,,,,
2006-01-19,Colorado Avalanche,2,Chicago Blackhawks,4,,,,
2006-01-19,Atlanta Thrashers,6,Los Angeles Kings,8,,,,
2006-01-19,New Jersey Devils,4,Nashville Predators,3,SO,,,
2006-01-19,Mighty Ducks of Anaheim,4,Ottawa Senators,3,SO,,,
2006-01-19,Boston Bruins,5,Philadelphia Flyers,2,,,,
2006-01-19,Florida Panthers,3,Phoenix Coyotes,6,,,,
2006-01-19,New York Rangers,4,Pittsburgh Penguins,2,,,,
2006-01-19,Edmonton Oilers,3,San Jose Sharks,2,SO,,,
2006-01-19,Buffalo Sabres,1,Vancouver Canucks,4,,,,
2006-01-19,St. Louis Blues,4,Washington Capitals,5,SO,,,
2006-01-20,St. Louis Blues,3,Columbus Blue Jackets,4,SO,,,
2006-01-20,Tampa Bay Lightning,6,Dallas Stars,3,,,,
2006-01-20,Chicago Blackhawks,1,Minnesota Wild,4,,,,
2006-01-21,Tampa Bay Lightning,2,Atlanta Thrashers,0,,,,
2006-01-21,New York Rangers,3,Boston Bruins,2,SO,,,
2006-01-21,Buffalo Sabres,1,Calgary Flames,4,,,,
2006-01-21,Detroit Red Wings,4,Colorado Avalanche,3,,,,
2006-01-21,San Jose Sharks,4,Los Angeles Kings,3,OT,,,
2006-01-21,Florida Panthers,0,Mighty Ducks of Anaheim,1,,,,
2006-01-21,New York Islanders,2,New Jersey Devils,3,SO,,,
2006-01-21,Columbus Blue Jackets,2,Nashville Predators,7,,,,
2006-01-21,Toronto Maple Leafs,0,Ottawa Senators,7,,,,
2006-01-21,Edmonton Oilers,3,Phoenix Coyotes,4,SO,,,
2006-01-21,Philadelphia Flyers,2,Pittsburgh Penguins,1,,,,
2006-01-21,Montreal Canadiens,2,Vancouver Canucks,6,,,,
2006-01-21,Carolina Hurricanes,2,Washington Capitals,5,,,,
2006-01-22,Minnesota Wild,3,Chicago Blackhawks,2,,,,
2006-01-22,New Jersey Devils,1,New York Rangers,3,,,,
2006-01-23,Montreal Canadiens,3,Carolina Hurricanes,7,,,,
2006-01-23,Phoenix Coyotes,1,Dallas Stars,4,,,,
2006-01-23,Nashville Predators,3,Detroit Red Wings,2,,,,Continuation of suspended game from 2005-11-21 where Jiri Fischer (DET) suffered a cardiac arrest on the bench. Played full 60 minutes but game started with 1-0 Nashville lead.
2006-01-23,Calgary Flames,3,Edmonton Oilers,1,,,,
2006-01-23,Mighty Ducks of Anaheim,2,Los Angeles Kings,3,SO,,,
2006-01-23,Toronto Maple Leafs,3,Ottawa Senators,4,,,,
2006-01-23,Pittsburgh Penguins,2,Philadelphia Flyers,4,,,,
2006-01-23,Vancouver Canucks,0,St. Louis Blues,4,,,,
2006-01-23,Boston Bruins,3,Washington Capitals,2,,,,
2006-01-24,Boston Bruins,3,Atlanta Thrashers,2,,,,
2006-01-24,Vancouver Canucks,5,Columbus Blue Jackets,6,,,,
2006-01-24,Calgary Flames,4,Colorado Avalanche,7,,,,
2006-01-24,Nashville Predators,2,Detroit Red Wings,1,OT,,,
2006-01-24,Phoenix Coyotes,2,Minnesota Wild,3,,,,
2006-01-24,New Jersey Devils,4,New York Islanders,0,,,,
2006-01-24,Buffalo Sabres,2,New York Rangers,1,,,,
2006-01-24,Los Angeles Kings,1,San Jose Sharks,4,,,,
2006-01-24,Florida Panthers,3,Tampa Bay Lightning,2,OT,,,
2006-01-25,St. Louis Blues,3,Dallas Stars,4,SO,,,
2006-01-25,Carolina Hurricanes,4,Florida Panthers,3,SO,,,
2006-01-25,Edmonton Oilers,6,Mighty Ducks of Anaheim,3,,,,
2006-01-25,Montreal Canadiens,5,Philadelphia Flyers,3,,,,
2006-01-25,Washington Capitals,1,Pittsburgh Penguins,8,,,,
2006-01-26,Carolina Hurricanes,5,Atlanta Thrashers,1,,,,
2006-01-26,Washington Capitals,2,Boston Bruins,3,,,,
2006-01-26,Calgary Flames,0,Chicago Blackhawks,2,,,,
2006-01-26,Dallas Stars,3,Colorado Avalanche,2,SO,,,
2006-01-26,Vancouver Canucks,1,Detroit Red Wings,2,,,,
2006-01-26,Edmonton Oilers,5,Los Angeles Kings,3,,,,
2006-01-26,Nashville Predators,1,Minnesota Wild,5,,,,
2006-01-26,Pittsburgh Penguins,3,New York Islanders,4,SO,,,
2006-01-26,Montreal Canadiens,0,Ottawa Senators,3,,,,
2006-01-26,Mighty Ducks of Anaheim,2,San Jose Sharks,0,,,,
2006-01-26,Phoenix Coyotes,5,St. Louis Blues,3,,,,
2006-01-26,New Jersey Devils,0,Tampa Bay Lightning,1,OT,,,
2006-01-26,Buffalo Sabres,8,Toronto Maple Leafs,4,,,,
2006-01-27,Minnesota Wild,3,Columbus Blue Jackets,4,,,,
2006-01-27,New Jersey Devils,0,Florida Panthers,4,,,,
2006-01-28,New York Islanders,4,Boston Bruins,3,,,,
2006-01-28,Atlanta Thrashers,1,Carolina Hurricanes,4,,,,
2006-01-28,Nashville Predators,3,Columbus Blue Jackets,4,,,,
2006-01-28,Vancouver Canucks,4,Colorado Avalanche,3,SO,,,
2006-01-28,Detroit Red Wings,1,Dallas Stars,2,SO,,,
2006-01-28,Mighty Ducks of Anaheim,6,Los Angeles Kings,2,,,,
2006-01-28,Pittsburgh Penguins,1,New York Rangers,7,,,,
2006-01-28,Tampa Bay Lightning,6,Philadelphia Flyers,0,,,,
2006-01-28,San Jose Sharks,2,Phoenix Coyotes,6,,,,
2006-01-28,Montreal Canadiens,4,Toronto Maple Leafs,3,OT,,,
2006-01-29,Calgary Flames,5,Chicago Blackhawks,3,,,,
2006-01-29,Edmonton Oilers,4,Phoenix Coyotes,3,SO,,,
2006-01-29,Tampa Bay Lightning,1,Washington Capitals,2,,,,
2006-01-30,San Jose Sharks,2,Dallas Stars,3,OT,,,
2006-01-30,Toronto Maple Leafs,4,Florida Panthers,2,,,,
2006-01-30,Los Angeles Kings,3,Mighty Ducks of Anaheim,4,OT,,,
2006-01-30,Detroit Red Wings,5,Minnesota Wild,4,,,,
2006-01-30,Philadelphia Flyers,3,New York Rangers,2,OT,,,
2006-01-30,Boston Bruins,5,Ottawa Senators,0,,,,
2006-01-30,Calgary Flames,2,St. Louis Blues,3,SO,,,
2006-01-31,Buffalo Sabres,5,Atlanta Thrashers,2,,,,
2006-01-31,Minnesota Wild,2,Colorado Avalanche,3,,,,
2006-01-31,Carolina Hurricanes,8,Montreal Canadiens,2,,,,
2006-01-31,Washington Capitals,3,New York Islanders,5,,,,
2006-01-31,Vancouver Canucks,7,Phoenix Coyotes,4,,,,
2006-01-31,Toronto Maple Leafs,2,Tampa Bay Lightning,3,SO,,,
2006-02-01,Columbus Blue Jackets,2,Calgary Flames,1,SO,,,
2006-02-01,Nashville Predators,1,Dallas Stars,2,,,,
2006-02-01,St. Louis Blues,2,Detroit Red Wings,3,,,,
2006-02-01,San Jose Sharks,6,Mighty Ducks of Anaheim,4,,,,
2006-02-01,Ottawa Senators,3,New Jersey Devils,5,,,,
2006-02-01,Pittsburgh Penguins,1,New York Rangers,3,,,,
2006-02-02,Montreal Canadiens,1,Boston Bruins,3,,,,
2006-02-02,Philadelphia Flyers,2,Buffalo Sabres,4,,,,
2006-02-02,Columbus Blue Jackets,2,Edmonton Oilers,1,SO,,,
2006-02-02,Colorado Avalanche,3,Nashville Predators,4,OT,,,
2006-02-02,New York Rangers,5,New York Islanders,2,,,,
2006-02-02,Los Angeles Kings,1,Phoenix Coyotes,2,SO,,,
2006-02-02,Ottawa Senators,7,Pittsburgh Penguins,2,,,,
2006-02-02,Minnesota Wild,3,San Jose Sharks,2,SO,,,
2006-02-02,Chicago Blackhawks,5,St. Louis Blues,6,SO,,,
